,site_id,crew_name,date,year,transect_num,point_num,gps_lon,gps_lat,coord_qual,water_depth_cm,bottom_vis,substrate_type,org_depth_cm,unvegetated_pcnt,total_cover_pcnt,standing_dead_pcnt,detritus_pcnt,variable,Hydrocharis morsus-ranae,Phragmites australis (invasive),Phragmites australis (native),Schoenoplectus acutus,Typha angustifolia,Typha glauca,Typha latifolia,Typha sp.,typha_combined
81,428,UWIN,9/20/2016,2016,1,6,-82.80047224,42.58480523,Excellent,42,V,Cly/Snd,30,80,20,5,90,percent_cover,5,0,0,0,3,10,0,0,13
82,428,UWIN,9/20/2016,2016,1,7,-82.80040921,42.58471328,Excellent,48,V,Cly/Snd,32,88,12,5,15,percent_cover,2,0,0,0,3,0,0,0,3
83,428,UWIN,9/20/2016,2016,1,8,-82.800331,42.58460398,Excellent,41,V,Sand,21,0,100,7,100,percent_cover,4,0,0,0,72,0,0,0,72
84,428,UWIN,9/20/2016,2016,1,9,-82.80026638,42.58451312,Excellent,40,V,Sand,34,10,90,10,95,percent_cover,3,0,0,0,85,0,0,0,85
85,428,UWIN,9/20/2016,2016,1,10,-82.80019471,42.58440257,Excellent,52,V,Cly/Snd,41,10,90,10,100,percent_cover,5,0,0,0,80,4,0,0,84
86,428,UWIN,9/20/2016,2016,2,6,-82.79659879,42.58525651,Excellent,127,NV,Cly/Snd,29,28,72,10,100,percent_cover,50,0,0,0,10,5,0,0,15
87,428,UWIN,9/20/2016,2016,2,7,-82.79652034,42.58530278,Excellent,119,NV,Cly/Slt,28,0,100,5,100,percent_cover,70,0,0,0,19,0,0,0,19
88,428,UWIN,9/20/2016,2016,2,8,-82.79642671,42.58534016,Excellent,110,NV,Cly/Snd,33,18,82,15,80,percent_cover,20,0,0,0,7,40,0,0,47
89,428,UWIN,9/20/2016,2016,2,9,-82.79639528,42.58536053,Excellent,117,NV,Cly/Slt,31,29,71,10,100,percent_cover,35,0,0,0,15,10,0,0,25
90,428,UWIN,9/20/2016,2016,2,10,-82.79629621,42.58540722,Excellent,106,NV,Cly/Slt,36,39,61,15,100,percent_cover,50,0,0,0,7,0,0,0,7
91,428,UWIN,9/20/2016,2016,3,6,-82.79590092,42.58313271,Excellent,39,V,Cly/Snd,12,0,100,15,100,percent_cover,2,0,0,0,98,0,0,0,98
92,428,UWIN,9/20/2016,2016,3,7,-82.79597292,42.58306967,Excellent,36,V,Cly/Snd,10,20,80,15,100,percent_cover,4,0,0,0,75,0,0,0,75
93,428,UWIN,9/20/2016,2016,3,8,-82.79602924,42.58299189,Excellent,58,NV,Cly/Snd,19,71,29,4,90,percent_cover,10,0,0,0,15,0,0,0,15
94,428,UWIN,9/20/2016,2016,3,9,-82.79608766,42.58292324,Excellent,40,V,Cly/Snd,22,1,100,15,100,percent_cover,20,0,0,0,79,0,0,0,79
95,428,UWIN,9/20/2016,2016,3,10,-82.79613008,42.58284278,Excellent,60,V,Cly/Snd,36,49,51,5,90,percent_cover,15,0,0,0,35,0,0,0,35
96,428,UWIN,9/19/2017,2017,1,6,-82.80137463,42.58263105,Very Good,95,NV,Or/Sa,6,57,43,8,100,percent_cover,1,0,0,0,5,5,0,0,10
97,428,UWIN,9/19/2017,2017,1,7,-82.80139006,42.58258369,Very Good,91,NV,Or/Sa,9,46,54,3,100,percent_cover,25,0,0,0,5,15,0,0,20
98,428,UWIN,9/19/2017,2017,1,8,-82.80139265,42.58254061,Very Good,92,NV,Or/Sa,9,16,83,5,100,percent_cover,50,0,0,0,4,25,0,0,29
99,428,UWIN,9/19/2017,2017,1,9,-82.80139793,42.58249694,Very Good,100,NV,Or/Sa,9,67,33,5,100,percent_cover,10,0,0,0,7,10,0,0,17
100,428,UWIN,9/19/2017,2017,1,10,-82.80140338,42.58244807,Very Good,95,NV,Or/Sa,10,11,89,10,100,percent_cover,15,0,0,0,3,50,0,0,53
101,428,UWIN,9/19/2017,2017,2,6,-82.80082126,42.58390627,Very Good,86,NV,Sand,5,62,38,10,100,percent_cover,0,0,0,0,2,10,0,0,12
102,428,UWIN,9/19/2017,2017,2,7,-82.80079502,42.58394449,Very Good,96,NV,Sand,5,35,65,10,80,percent_cover,0,0,0,0,3,20,0,0,23
103,428,UWIN,9/19/2017,2017,2,8,-82.80076711,42.58398355,Very Good,91,NV,Or/Sa,8,11,89,5,90,percent_cover,0,0,0,0,6,30,0,0,36
104,428,UWIN,9/19/2017,2017,2,9,-82.8007366,42.58402504,Very Good,91,NV,Sand,13,0,100,3,50,percent_cover,0,0,0,0,3,10,0,0,13
105,428,UWIN,9/19/2017,2017,2,10,-82.80071154,42.58406276,Very Good,96,NV,Cly/Snd,22,0,100,10,90,percent_cover,0,0,0,0,7,12,0,0,19
106,428,UWIN,9/19/2017,2017,3,6,-82.79640995,42.5828748,Very Good,95,NV,Sand,4,67,33,3,75,percent_cover,0,0,0,0,4,25,0,0,29
107,428,UWIN,9/19/2017,2017,3,7,-82.796361,42.58284512,Very Good,91,NV,Sand,4,48,52,5,100,percent_cover,3,0,0,0,3,40,0,0,43
108,428,UWIN,9/19/2017,2017,3,8,-82.79631691,42.58282031,Very Good,92,NV,Cly/Snd,8,58,42,10,100,percent_cover,0,0,0,0,30,5,0,0,35
109,428,UWIN,9/19/2017,2017,3,9,-82.79626511,42.5827929,Very Good,91,NV,Cly/Snd,9,40,60,5,100,percent_cover,0,0,0,0,3,55,0,0,58
110,428,UWIN,9/19/2017,2017,3,10,-82.79621507,42.58276223,Very Good,90,NV,Cly/Snd,15,46,54,10,90,percent_cover,0,0,0,0,30,5,0,0,35
111,432,CMU,7/21/2015,2015,1,6,-82.614645,42.651229,Excellent,38,V,Or/Cl,10,9,91,15,100,percent_cover,0,90,0,0,0,0,0,0,0
112,432,CMU,7/21/2015,2015,1,7,-82.614765,42.651171,Excellent,60,V,Or/Cl,15,39,61,10,100,percent_cover,0,60,0,0,0,0,0,0,0
113,432,CMU,7/21/2015,2015,1,8,-82.614895,42.651238,Excellent,58,V,Or/Cl,20,41,59,5,80,percent_cover,0,20,0,0,0,0,0,0,0
114,432,CMU,7/21/2015,2015,1,9,-82.615027,42.651203,Excellent,63,V,Or/Cl,15,69,31,5,90,percent_cover,0,0.5,0,0,0,0,0,0,0
115,432,CMU,7/21/2015,2015,1,10,-82.61521,42.651228,Excellent,60,V,Or/Cl,20,80,20,0,15,percent_cover,0,1,0,0,0,0,0,0,0
116,432,CMU,7/21/2015,2015,2,1,-82.601312,42.647626,Excellent,0,Dry,Or/Cl,15,0,100,1,60,percent_cover,0,8,0,0,0,0,0,0,0
117,432,CMU,7/21/2015,2015,2,2,-82.601218,42.647646,Excellent,13,V,Or/Cl,10,0,100,4,70,percent_cover,0,5,0,0,0,0,0,0,0
118,432,CMU,7/21/2015,2015,2,3,-82.601056,42.647627,Excellent,3,V,Or/Cl,15,0,100,1,45,percent_cover,0,2,0,0,0,0,0,0,0
119,432,CMU,7/21/2015,2015,2,4,-82.600936,42.647648,Excellent,10,V,Or/Cl,15,30,70,40,90,percent_cover,0,8,0,0,0,0,0,0,0
120,432,CMU,7/21/2015,2015,2,5,-82.600837,42.647655,Excellent,22,V,Or/Cl,15,3,97,25,65,percent_cover,0,7,0,0,0,0,0,0,0
121,432,CMU,7/21/2015,2015,2,6,-82.600777,42.647649,Excellent,30,V,Or/Cl,5,7,93,5,50,percent_cover,0,40,0,0,0,0,0,0,0
122,432,CMU,7/21/2015,2015,2,7,-82.600766,42.647654,Excellent,35,V,Or/Cl,10,0,100,1,5,percent_cover,0,15,0,0,0,0,0,0,0
123,432,CMU,7/21/2015,2015,2,8,-82.600705,42.647653,Excellent,45,V,Or/Cl,5,0,100,1,10,percent_cover,0,0,0,0,0,15,0,0,15
124,432,CMU,7/21/2015,2015,2,9,-82.6007,42.647657,Excellent,62,V,Or/Cl,5,0,100,0,0,percent_cover,0,3,0,0,0,0,0,0,0
125,432,CMU,7/21/2015,2015,3,1,-82.601657,42.646396,Excellent,0,Dry,Or/Cl,15,0,100,20,80,percent_cover,0,40,0,0,0,0,0,0,0
126,432,CMU,7/21/2015,2015,3,2,-82.601465,42.646465,Excellent,0,Dry,Or/Cl,5,0,100,40,100,percent_cover,0,20,0,0,0,0,0,0,0
127,432,CMU,7/21/2015,2015,3,3,-82.601267,42.646535,Excellent,0,Dry,Or/Cl,5,0,100,25,90,percent_cover,0,20,0,0,0,0,0,0,0
128,432,CMU,7/21/2015,2015,3,4,-82.601097,42.646616,Excellent,0,Dry,Or/Cl,5,0,100,30,100,percent_cover,0,85,0,0,0,0,0,0,0
129,432,CMU,7/21/2015,2015,3,5,-82.600927,42.646675,Excellent,0,Dry,Or/Cl,5,0,100,40,90,percent_cover,0,3,0,0,0,0,0,0,0
130,432,CMU,7/21/2015,2015,3,6,-82.60077,42.646766,Excellent,0,Dry,Or/Cl,5,10,90,30,100,percent_cover,0,85,0,0,0,0,0,0,0
131,432,CMU,7/21/2015,2015,3,7,-82.600654,42.646874,Excellent,17,V,Or/Cl,15,9,91,40,100,percent_cover,0,90,0,0,0,0,0,0,0
132,432,CMU,7/21/2015,2015,3,8,-82.600506,42.646898,Excellent,23,V,Or/Cl,15,5,95,40,100,percent_cover,0,95,0,0,0,0,0,0,0
133,432,CMU,7/21/2015,2015,3,9,-82.600345,42.64697,Excellent,5,V,Or/Cl,15,0,100,20,40,percent_cover,0,50,0,0,0,0,0,0,0
134,432,CMU,7/21/2015,2015,3,10,-82.600141,42.64705,Excellent,60,V,Or/Cl,15,39,61,4,40,percent_cover,0,3,0,0,0,0,0,0,0
135,432,CMU,7/11/2019,2019,2,6,-82.63359,42.638286,Confirmed,96,V,Cly/Slt,10,0,100,0.5,95,percent_cover,0,15,0,0,0,0,0,0,0
136,432,CMU,7/11/2019,2019,2,7,-82.633606,42.638434,Confirmed,110,NV,Cly/Slt,6,0,100,1,100,percent_cover,0,37,0,0,0,0,0,0,0
137,432,CMU,7/11/2019,2019,2,8,-82.633638,42.638566,Confirmed,102,NV,Cly/Slt,10,0,100,2,95,percent_cover,0,60,0,0,0,0,0,0,0
138,432,CMU,7/11/2019,2019,2,9,-82.633667,42.638672,Confirmed,117,V,Cly/Slt,10,20,80,0.5,85,percent_cover,0,32,0,0,0,0,0,0,0
139,432,CMU,7/11/2019,2019,2,10,-82.633707,42.638764,Confirmed,126,V,Cly/Slt,14,40,60,0,75,percent_cover,0,0,0,0.5,0,0,0,0,0
140,432,CMU,7/12/2019,2019,3,6,-82.615289,42.646361,Confirmed,99,V,Cly/Slt,11,0,100,2,90,percent_cover,0,98,0,0,0,0,0,0,0
141,432,CMU,7/12/2019,2019,3,7,-82.61514,42.646097,Confirmed,106,V,Cly/Slt,5,5,95,0.5,95,percent_cover,0,25,0,0,0,0,0,0,0
142,432,CMU,7/12/2019,2019,3,8,-82.615155,42.645879,Confirmed,100,V,Cly/Slt,6,40,60,3,100,percent_cover,0,40,0,0,30,0,0,0,30
143,432,CMU,7/12/2019,2019,3,9,-82.615065,42.645642,Confirmed,91,NV,Cly/Slt,4,2,98,2,95,percent_cover,0,87,0,0,12,0,0,0,12
144,432,CMU,7/12/2019,2019,3,10,-82.615029,42.645408,Confirmed,104,NV,Cly/Slt,6,5,95,0.5,100,percent_cover,0,5,0,0.5,0,0,0,0,0
145,432,CMU,7/12/2019,2019,3,14,-82.615076,42.645136,Confirmed,106,V,Cly/Slt,12,2,98,0,65,percent_cover,0,3,0,0,0,0,0,0,0
146,434,CMU,7/24/2012,2012,2,1,-82.637988,42.610884,Excellent,0,Dry,Sand,5,0,100,0.5,100,percent_cover,0,90,0,0,0,0,0,0,0
147,434,CMU,7/24/2012,2012,2,3,-82.639725,42.610765,Excellent,1,V,Sand,1,94,6,25,99,percent_cover,0,0,0,1,0,0,0,0,0
148,434,CMU,7/24/2012,2012,2,5,-82.640933,42.610478,Excellent,0,Dry,Sand,1,99,1,60,95,percent_cover,0,0,0,0,1,0,0,0,1
149,434,CMU,7/24/2012,2012,2,8,-82.641926,42.610273,Excellent,0,Dry,Sand,0,10,90,4,3,percent_cover,0,3,0,0,0,0,0,0,0
150,434,CMU,7/24/2012,2012,3,1,-82.642216,42.614892,Excellent,1,V,Cly/Slt,0,96,4,10,100,percent_cover,0,0,0,1,0,0,0,0,0
151,434,CMU,7/24/2012,2012,3,5,-82.644564,42.614311,Excellent,0,Dry,Sand,0,75,25,5,100,percent_cover,0,25,0,0,0,0,0,0,0
152,434,CMU,7/24/2012,2012,3,6,-82.645129,42.614172,Excellent,16,V,Sand,0,0,100,2,3,percent_cover,0,3,0,0,0,0,0,0,0
153,434,CMU,7/24/2012,2012,3,7,-82.645199,42.614171,Excellent,5,V,Sand,0,0,100,0.5,0,percent_cover,0,3,0,0,0,0,0,0,0
154,434,CMU,7/24/2012,2012,4,1,-82.639147,42.625331,Excellent,0,Dry,Cly/Slt,0,0,100,2,95,percent_cover,0,90,0,0,0,0,0,0,0
155,434,CMU,7/24/2012,2012,4,2,-82.639312,42.625406,Excellent,0,Dry,Cly/Slt,0,0,100,8,65,percent_cover,0,30,0,0,0,0,0,0,0
156,434,CMU,7/24/2012,2012,4,3,-82.639354,42.62542,Excellent,0,Dry,Cly/Slt,0,5,95,5,95,percent_cover,0,95,0,0,0,0,0,0,0
157,434,CMU,7/24/2012,2012,4,4,-82.639658,42.625478,Excellent,0,Dry,Cly/Slt,0,20,80,2,98,percent_cover,0,75,0,0,0,0,0,0,0
158,434,CMU,7/24/2012,2012,4,5,-82.639745,42.625462,Excellent,0,Dry,Cly/Slt,0,49,51,12,95,percent_cover,0,50,0,0,0,0,0,0,0
159,434,CMU,7/24/2012,2012,4,6,-82.640389,42.625194,Excellent,8,V,Cly/Slt,0,90,10,0.5,100,percent_cover,0,0,0,8,0,0,0,0,0
